EDGAR Country Code;Country;Agriculture;Buildings;Fuel Exploitation;Industrial Combustion;Power Industry;Processes;Transport;Waste;Cluster
SEA;International Shipping;0,0;0,0;0,0185679819019917;0,0;0,0;0,028289963495141;0,9531420546028672;0,0;3
SEN;Senegal;0,4284006397638265;0,0334826603239719;0,0379824461872697;0,0473572196098819;0,125048728584154;0,1294621666137157;0,1291553413135761;0,0691107976036039;1
SGP;Singapore;0,0002525793656989;0,0096696565894264;0,0805451019797663;0,1842866509234324;0,31663715846184;0,250820652475046;0,100496497290631;0,0572917029141587;5
SHN;Saint Helena, Ascension and Tristan da Cunha;0,1023947565710508;0,0001648140226006;0,0335937955321755;0,0055709987028822;0,2629128576112379;0,010558251477764;0,5598442524118769;0,0249602736704118;3
SLB;Solomon Islands;0,1159592056895827;0,0938097895225932;0,0071735357692513;0,0698413309336231;0,1391057242267333;0,0157430752954837;0,2871622054461141;0,2712051331166183;2
SLE;Sierra Leone;0,3875467144337975;0,1331985511840329;0,1984444393913795;0,0188997884056474;0,0334100151344154;0,0344832991097456;0,0870184881956731;0,1069987041453081;1
SLV;El Salvador;0,2200086270734612;0,0597635303320508;0,0011820750517196;0,1164504026848361;0,104291363106941;0,0640636691277771;0,2852268327007703;0,1490134999224436;2
SOM;Somalia;0,6798999377734555;0,0669549279507742;0,1202357067462281;0,0031137145139141;0,0054055865665869;0,0405366018067713;0,0137873529093793;0,0700661717328906;1
SPM;Saint Pierre and Miquelon;0,0096615743717523;0,0686014950789957;2,171842036823288e-05;0,0462329150632665;0,4253284340508148;0,008480077846521;0,302324326538906;0,1393494586293754;0
STP;São Tomé and Príncipe;0,0642200856990892;0,1285534224904918;0,1238605824388663;0,0762408954487679;0,1365904433291549;0,0167413871549348;0,3503796344072839;0,1034135490314109;7
SUR;Suriname;0,1833863890653218;0,1509347416367663;0,0602282970477923;0,024596194525258;0,2861745521455334;0,0131747725970474;0,2188816414339478;0,0626234115483326;7
SVK;Slovakia;0,0658489497114284;0,1151425258712787;0,1371869164069967;0,1648209722677216;0,1465510392367885;0,143932818492918;0,1601204252577264;0,0663963527551412;5
SVN;Slovenia;0,1046357878114576;0,0807686995724538;0,0555617978357745;0,0894648026447469;0,2510814184475942;0,1025610431459504;0,2833183476735302;0,0326081028684921;5
SWE;Sweden;0,1405765888464675;0,0566989598395625;0,0650616364200873;0,1345957294135051;0,1302922908641193;0,1058097931832336;0,3012458972640965;0,0657191041689281;5
SWZ;Eswatini;0,4391093627088786;0,0781531679169465;0,0876052124180698;0,0697854120124715;0,019174650207563;0,0166077109511797;0,2346507156547791;0,0549137681301114;1
SYC;Seychelles;0,0037169604596254;0,0929599503542489;0,0;0,1121426904806026;0,2035183213886792;0,0126475847633269;0,5159363605911789;0,0590781319623379;7
SYR;Syria;0,1259071642239787;0,0786426003750259;0,0943666543384233;0,0642729524353486;0,3351763732993914;0,1113948016350839;0,1307806478350298;0,059458805857718;0
TCA;Turks and Caicos Islands;0,0;0,0781023627984718;0,0084935383923384;0,0556560983722911;0,4694920904479115;0,0150984849728453;0,3321099513415533;0,0410474736745883;0
TCD;Chad;0,8871371464879882;0,0164341355537572;0,045356263911788;0,0023958343714492;0,0042012138752326;0,0091876367369567;0,0112506086751671;0,0240371603876604;1
TGO;Togo;0,2676947931556077;0,0837946078181962;0,2415365122944721;0,0196994675492435;0,0284472063998806;0,1362119392134275;0,12374152072014;0,0988739528490322;1
THA;Thailand;0,1544849479976466;0,0468830856446535;0,0814855786498148;0,1297195288400827;0,2222987946598359;0,1328676254646144;0,1728761268077206;0,0593843119356312;5
TJK;Tajikistan;0,4676939716564134;0,1277816673446566;0,0480502968917024;0,0464816495243421;0,0563485956742797;0,0991582943549447;0,0798055453125241;0,0746799792411367;1
TKM;Turkmenistan;0,1409269894684467;0,2735192940681486;0,2245811589212965;0,0440813841750059;0,1758212492590309;0,0283863169282268;0,0998909064451745;0,0127927007346697;7
TLS;Timor-Leste;0,4305500832798818;0,0371437006730603;0,2652783678140252;0,0304499321515719;0,0605352995099942;0,0044352233404306;0,1231815058780044;0,0484258873530311;1
TON;Tonga;0,2900379093827347;0,0749293565801579;0,0027375950303346;0,069314023364376;0,1376771139450155;0,0094960853893761;0,2836238539320281;0,1321840623759767;2
TTO;Trinidad and Tobago;0,0055977421663282;0,0098411009345557;0,2321326279436299;0,0610936275897251;0,1370332359736417;0,394971218075664;0,0721116606399934;0,0872187866764617;6
TUN;Tunisia;0,0996502777864883;0,106769443177573;0,1017009508309251;0,1179471358482626;0,210487140358098;0,1107147510781045;0,1782261463214185;0,0745041545991297;5
TUR;Türkiye;0,1235955418288917;0,1377566271772371;0,0480972962518958;0,1246416181308236;0,2606534469718815;0,1157262679823849;0,1494106016589177;0,0401185999979675;5
TWN;Taiwan;0,01477604985835;0,0349416551803562;0,0717177945758025;0,1193549247833201;0,5121077960633479;0,0909527687163899;0,1221234762779713;0,0340255345444619;0
TZA;Tanzania;0,6034653425917086;0,0838176100889896;0,0684653974453042;0,0294013017174643;0,0347636574977353;0,0374829178558608;0,099504795325194;0,0430989774777429;1
UGA;Uganda;0,5576627253850938;0,0925278069096314;0,1318412951215412;0,0329223400501392;0,0046879437883978;0,0386339945202792;0,063955888535518;0,0777680056893991;1
UKR;Ukraine;0,1007887969830359;0,0963447707098867;0,1907292843658895;0,1221381918119884;0,2863105850205647;0,0832003183414493;0,0834497557159618;0,0370382970512233;5
URY;Uruguay;0,7146992701862048;0,0283240095577687;0,0110334287451381;0,0234027003282519;0,023849430772261;0,0157203715724369;0,0928020168691134;0,0901687719688248;1
USA;United States;0,0648900958506814;0,0930394176225071;0,1103769340344097;0,0714665712751512;0,3006693357231146;0,0606809222008166;0,2725084677492821;0,026368255544037;0
UZB;Uzbekistan;0,2263779379842851;0,1850769225055459;0,1519840938767561;0,0694941391196267;0,2238011753439683;0,0430272678372727;0,0683899148617109;0,0318485484708339;7
VCT;Saint Vincent and the Grenadines;0,0925101047673452;0,0586079777569987;0,0198719982326563;0,0386992424362613;0,3368530640262174;0,015136267983321;0,2384030568806705;0,1999182879165295;2
VEN;Venezuela;0,1842659949143644;0,0228409778525995;0,3178238004796036;0,0939729604415426;0,1140582623553429;0,0650283678897276;0,1597568171527347;0,0422528189140843;4
VGB;British Virgin Islands;0,0987031167938759;0,068901481963975;0,0073435914500931;0,047205610500771;0,4214486503866271;0,0146850998190413;0,2987492436159492;0,0429632054696671;0
VNM;Viet Nam;0,2301622385288831;0,0419558799397236;0,0630207150247786;0,1571294554410896;0,2647187230139229;0,1127858433488064;0,0928702401508771;0,0373569045519183;5
VUT;Vanuatu;0,5347186102950169;0,0564050838162266;0,0028687710610874;0,0405161172003988;0,0797982843942653;0,0077658200944836;0,1654156759667989;0,1125116371717223;1
WSM;Samoa;0,2936542280612023;0,0938301846607831;0,0030486345296524;0,076081033965275;0,1516375543140709;0,0109688955750434;0,310596756320565;0,0601827125734075;7
YEM;Yemen;0,1970648110312882;0,0794098453769549;0,1941774184461097;0,0463105142480309;0,0913862186682861;0,1640782867320026;0,1137940136239048;0,1137788918734224;5
ZAF;South Africa;0,0699309455715041;0,0512414639938359;0,2072188881853528;0,0847927190764183;0,4079055557293051;0,0533241245875551;0,0870530140209646;0,0385332888350638;0
ZMB;Zambia;0,3957438822831349;0,0831247844350113;0,2162996442039546;0,0759202707079957;0,0663579763568851;0,0614366407021293;0,0683939842489263;0,0327228170619624;1
ZWE;Zimbabwe;0,4344128830528816;0,0937360563419087;0,0377259825153185;0,0545168072372274;0,1942612529179807;0,0524791055610685;0,0790191600068477;0,0538487523667665;1
